candidate,chi2dN_total,highE_mean_absdev_first3,highE_mean_shortfall_first3
poly_cslog2_cspower,0.8209783837695043,0.05204654803221585,0.01730570054005097
poly_bstar_cslog_cspower,0.8039277331848572,0.05247326879829021,0.01244682229183655
