rank,model,test,fixed_map,chi2dN_total,chi2_total,highE_mean_absdev_first3,highE_mean_shortfall_first3,delta_chi2dN,delta_chi2_total,delta_absdev,delta_shortfall,fit_evals,fit_elapsed_s
1,poly_bstar_cslog_42best,c0_zero,"{""c0"": 0.0}",1.6983143716981755,789.7161828396515,0.05958792174427143,0.010715371187519026,0.6689564722820305,311.06475961114415,0.007650071916902257,-9.4419587292097e-05,180,14.75979869999992
2,poly_bstar_cslog_42best,lambda3_zero,"{""lambda3"": 0.0}",1.4605603267234255,679.1605519263928,0.05520254068600954,0.014602224139982349,0.43120242730728053,200.50912869788544,0.003264690858640368,0.003792433365171226,180,16.385106000000633
3,poly_bstar_cslog_42best,c1_zero,"{""c1"": 0.0}",1.2023546150185693,559.0948959836347,0.053114408792516166,0.02024939692855995,0.17299671560242436,80.44347275512733,0.0011765589651469913,0.009439606153748828,180,14.200041299999612
4,poly_bstar_cslog_42best,lambda1_zero,"{""lambda1"": 0.0}",1.1238139040286408,522.573465373318,0.05389641285329327,0.01185827779270187,0.09445600461249581,43.922042144810554,0.0019585630259240927,0.001048487017890747,180,14.249579299999823
5,poly_bstar_cslog_42best,lambda4_zero,"{""lambda4"": 0.0}",1.054728150232805,490.4485898582543,0.05426099249666491,0.012649593228003526,0.02537025081666,11.7971666297469,0.002323142669295737,0.0018398024531924035,180,16.592538500000046
6,poly_bstar_cslog_42best,lambda2_zero,"{""lambda2"": 0.0}",1.0402939563752596,483.7366897144957,0.05142853474381723,0.010038096346926755,0.010936056959114593,5.085266485988286,-0.0005093150835519464,-0.0007716944278843684,180,17.058087200000045
7,poly_bstar_cslog_42best,alpha_is_1,"{""alpha"": 1.0}",1.028869886886787,478.42449740235594,0.05172632542945984,0.010459934390965058,-0.0004880125293580395,-0.22692582615148837,-0.00021152439790933508,-0.00034985638384606513,180,15.744409899999482
