0,1,2,3,4,5,6,7,8,9
93089.01346008954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,250334.43115412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,233459.06076501615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,505240.2891237554,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,901545.5872160837,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1133626.1867649143,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1466262.2226702468,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2125822.095263403,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6557377.049180329,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9984399.375975039
