0,1,2,3,4,5,6,7,8,9,10
1.75573362814819e-07,1.668473217029113e-07,1.5085203172679377e-07,1.3007507810165626e-07,1.0729010350976189e-07,8.495261059865428e-08,6.50335041273601e-08,4.868745534696672e-08,3.551680435727261e-08,2.5126696670272467e-08,1.0762569673815494e-08
1.668473217029113e-07,1.5855718835651617e-07,1.4336084639899593e-07,1.2362148128922736e-07,1.0197404473429772e-07,8.07514275621061e-08,6.182613707834668e-08,4.629469352993985e-08,3.377943824170188e-08,2.3905635884337355e-08,1.0253263200298189e-08
1.5085203172679377e-07,1.4336084639899593e-07,1.2962885683458337e-07,1.1179124326900115e-07,9.222876728135381e-08,7.304958363217881e-08,5.594585096890893e-08,4.1907538008250014e-08,3.059362802127713e-08,2.1666248008840982e-08,9.318654854532183e-09
1.3007507810165626e-07,1.2362148128922736e-07,1.1179124326900115e-07,9.642345765676943e-08,7.956878947146765e-08,6.304350434654596e-08,4.830551021122826e-08,3.620650477274585e-08,2.645301403526991e-08,1.8755000201922432e-08,8.102455363894508e-09
1.0729010350976189e-07,1.0197404473429772e-07,9.222876728135381e-08,7.956878947146765e-08,6.568294947288454e-08,5.206742214263114e-08,3.992317690619673e-08,2.995060164482042e-08,2.1908241341958282e-08,1.5558433990928696e-08,6.765103366481538e-09
8.495261059865428e-08,8.07514275621061e-08,7.304958363217881e-08,6.304350434654596e-08,5.206742214263114e-08,4.13038783736204e-08,3.17018670619902e-08,2.381360396663813e-08,1.7448632595506174e-08,1.242054582895254e-08,5.4501851732197715e-09
6.50335041273601e-08,6.182613707834668e-08,5.594585096890893e-08,4.830551021122826e-08,3.992317690619673e-08,3.17018670619902e-08,2.4366462561416283e-08,1.8336512134238576e-08,1.3467181721928448e-08,9.617742330011978e-09,4.273363426103411e-09
4.868745534696672e-08,4.629469352993985e-08,4.1907538008250014e-08,3.620650477274585e-08,2.995060164482042e-08,2.381360396663813e-08,1.8336512134238576e-08,1.3830720508310943e-08,1.0188497697693393e-08,7.3064001145499055e-09,3.2974231444570695e-09
3.551680435727261e-08,3.377943824170188e-08,3.059362802127713e-08,2.645301403526991e-08,2.1908241341958282e-08,1.7448632595506174e-08,1.3467181721928448e-08,1.0188497697693393e-08,7.534658608925295e-09,5.432024367972705e-09,2.499971500198814e-09
2.5126696670272467e-08,2.3905635884337355e-08,2.1666248008840982e-08,1.8755000201922432e-08,1.5558433990928696e-08,1.242054582895254e-08,9.617742330011978e-09,7.3064001145499055e-09,5.432024367972705e-09,3.944334193015845e-09,1.8625728358657343e-09
1.0762569673815494e-08,1.0253263200298189e-08,9.318654854532183e-09,8.102455363894508e-09,6.765103366481538e-09,5.4501851732197715e-09,4.273363426103411e-09,3.2974231444570695e-09,2.499971500198814e-09,1.8625728358657343e-09,9.584341813249485e-10
