0,1,2,3,4,5,6,7,8,9
5.442432910308233e-06,5.158566918545613e-06,4.641965557946854e-06,3.9825596122517655e-06,3.2860803782048777e-06,2.5768271339367487e-06,1.9639830878265304e-06,1.4900644848459014e-06,1.1018655723781363e-06,7.992479327502594e-07
5.158566918545613e-06,4.889533674404263e-06,4.399925172508991e-06,3.774969724843622e-06,3.1148518303656586e-06,2.4426610560296683e-06,1.8618461517913326e-06,1.4126541110637273e-06,1.0447120948076095e-06,7.578767297260642e-07
4.641965557946854e-06,4.399925172508991e-06,3.959438798839882e-06,3.3971774525977107e-06,2.803231125176117e-06,2.1984869783112674e-06,1.6759591485213634e-06,1.2717662596300377e-06,9.406890544552516e-07,6.825756582056856e-07
3.9825596122517655e-06,3.774969724843622e-06,3.3971774525977107e-06,2.9149341148749805e-06,2.405443160032864e-06,1.8867799649006049e-06,1.4386425306862466e-06,1.0918868216755272e-06,8.078637083856343e-07,5.864123897199205e-07
3.2860803782048777e-06,3.1148518303656586e-06,2.803231125176117e-06,2.405443160032864e-06,1.9851400161298266e-06,1.5573259200840844e-06,1.1876918929437295e-06,9.016022053321057e-07,6.672716162240626e-07,4.845480556678118e-07
2.5768271339367487e-06,2.4426610560296683e-06,2.1984869783112674e-06,1.8867799649006049e-06,1.5573259200840844e-06,1.2221240995573733e-06,9.325215777308641e-07,7.082110149989423e-07,5.244934910382303e-07,3.8120170267639343e-07
1.9639830878265304e-06,1.8618461517913326e-06,1.6759591485213634e-06,1.4386425306862466e-06,1.1876918929437295e-06,9.325215777308641e-07,7.120882885325418e-07,5.411569228522101e-07,4.0117325892220204e-07,2.9195140733848775e-07
1.4900644848459014e-06,1.4126541110637273e-06,1.2717662596300377e-06,1.0918868216755272e-06,9.016022053321057e-07,7.082110149989423e-07,5.411569228522101e-07,4.1150385729982167e-07,3.053291089280274e-07,2.2246214373157125e-07
1.1018655723781363e-06,1.0447120948076095e-06,9.406890544552516e-07,8.078637083856343e-07,6.672716162240626e-07,5.244934910382303e-07,4.0117325892220204e-07,3.053291089280274e-07,2.268479217041313e-07,1.6556686733708267e-07
7.992479327502594e-07,7.578767297260642e-07,6.825756582056856e-07,5.864123897199205e-07,4.845480556678118e-07,3.8120170267639343e-07,2.9195140733848775e-07,2.2246214373157125e-07,1.6556686733708267e-07,1.2111452068801735e-07
