candidate,chi2dN_total,chi2dN_collider,chi2dN_fixed_target,highE_mean_absdev_first3,highE_mean_shortfall_first3,cms_highmass_mean_signed_first3,zlike_mean_signed_first3,delta_total_vs_powerseed,delta_absdev_vs_powerseed,delta_shortfall_vs_powerseed,fit_evals,fit_flag,lambda1,lambda2,lambda4,logx0,sigx,amp,logb0,sigb,axb,BNP,c0,c1,bw
xb_bump_logb_mult,0.804752615824677,0.8346458153378888,0.764442089208376,0.05133398999092701,0.01075374446165635,0.10145061382317666,-0.017922907436093913,-0.02147980391562021,-0.00010039743524162953,0.0003074354761524699,630,1,0.5914687931303926,0.520716902811154,0.0762176579776016,-4.613710396543794,0.267061786301425,-0.8031793305909738,0.4715161410499613,0.5000343195503354,-0.28806666014225146,1.4179476097835497,0.09016632923859161,0.027244578597688987,
xb_bump_peak_shape,0.8148394400881259,0.8613254707887178,0.7521537320221755,0.052476864809857374,0.010462538870133249,0.10460562127598805,-0.01715076906800724,-0.011392979652171342,0.0010424773836887335,1.6229884629369307e-05,630,1,0.5000062513669895,0.6375489408698165,0.003061476709528055,-4.567125070093803,0.33728124327062436,-0.4435051394753855,,,0.36033935823919405,1.4635429813745975,0.0777659286858277,0.024392813970038583,0.2927080993031362
xb_bump_logb_shape,0.8141220328003892,0.8641220434612328,0.7466977760001606,0.05429145635550103,0.012432342281259794,0.1046477851856031,-0.02072057046876632,-0.012110386939908069,0.002857068929332393,0.0019860332957559144,630,1,0.47574222985821885,0.7405996615167252,0.0014817918862322088,-4.60743853878592,0.23164420011558748,0.2520411014832753,0.0680327222017878,0.5460671522749185,-0.548456350826281,1.3443858389441494,0.08026005818708672,0.029525850965018138,
