0,1,2,3,4,5,6,7,8,9,10,11,12
2.0848079805347478e-05,1.99245375933429e-05,1.8223501597130322e-05,1.5999458792854314e-05,1.3543384289546229e-05,1.1116278988707263e-05,8.90790464347861e-06,6.995398375708759e-06,5.41952292698049e-06,4.157325999009422e-06,3.135605366931985e-06,2.3106522250869665e-06,1.6365260405774932e-06
1.99245375933429e-05,1.9041978268542107e-05,1.7416424488858266e-05,1.5291066329352665e-05,1.2943962503324446e-05,1.0624528677831693e-05,8.51409502317535e-06,6.686395362219741e-06,5.180385236963892e-06,3.974112072179895e-06,2.997640108791996e-06,2.209202020695e-06,1.5648957058348666e-06
1.8223501597130322e-05,1.7416424488858266e-05,1.592989384120336e-05,1.3986293269206696e-05,1.1839892252983693e-05,9.718768910620136e-06,7.788724627354649e-06,6.11722399686131e-06,4.739894211131049e-06,3.636624741746896e-06,2.7434951504500532e-06,2.0223139436455123e-06,1.4329333636334662e-06
1.5999458792854314e-05,1.5291066329352665e-05,1.3986293269206696e-05,1.2280321423683753e-05,1.039631884341398e-05,8.534467422042903e-06,6.840267439846288e-06,5.372984954675794e-06,4.163895957563487e-06,3.1952998815714178e-06,2.411138805361179e-06,1.7778962617748524e-06,1.260332817857916e-06
1.3543384289546229e-05,1.2943962503324446e-05,1.1839892252983693e-05,1.039631884341398e-05,8.802067765663403e-06,7.226517472617168e-06,5.792752919153984e-06,4.550983409776974e-06,3.5276805169388447e-06,2.707807758107595e-06,2.0439861005195474e-06,1.507861408616535e-06,1.0696140776847213e-06
1.1116278988707263e-05,1.0624528677831693e-05,9.718768910620136e-06,8.534467422042903e-06,7.226517472617168e-06,5.933861970161652e-06,4.757440326663199e-06,3.7385079631452184e-06,2.898789582381299e-06,2.225885310637962e-06,1.6809870172708236e-06,1.2408413531305716e-06,8.80983805894057e-07
8.90790464347861e-06,8.51409502317535e-06,7.788724627354649e-06,6.840267439846288e-06,5.792752919153984e-06,4.757440326663199e-06,3.815130479310744e-06,2.9989222859944337e-06,2.3262243241827728e-06,1.7870437452203209e-06,1.350358915646205e-06,9.975567044017615e-07,7.090432809546303e-07
6.995398375708759e-06,6.686395362219741e-06,6.11722399686131e-06,5.372984954675794e-06,4.550983409776974e-06,3.7385079631452184e-06,2.9989222859944337e-06,2.358263252162313e-06,1.8301977681577216e-06,1.4068219292987662e-06,1.0638538502135732e-06,7.866974668333952e-07,5.599769672546408e-07
5.41952292698049e-06,5.180385236963892e-06,4.739894211131049e-06,4.163895957563487e-06,3.5276805169388447e-06,2.898789582381299e-06,2.3262243241827728e-06,1.8301977681577216e-06,1.4212967882018226e-06,1.0933402400137705e-06,8.27595572005037e-07,6.127757658850854e-07,4.3697970512147313e-07
4.157325999009422e-06,3.974112072179895e-06,3.636624741746896e-06,3.1952998815714178e-06,2.707807758107595e-06,2.225885310637962e-06,1.7870437452203209e-06,1.4068219292987662e-06,1.0933402400137705e-06,8.418097828989178e-07,6.37926820200396e-07,4.7305352752220905e-07,3.3806983244223583e-07
3.135605366931985e-06,2.997640108791996e-06,2.7434951504500532e-06,2.411138805361179e-06,2.0439861005195474e-06,1.6809870172708236e-06,1.350358915646205e-06,1.0638538502135732e-06,8.27595572005037e-07,6.37926820200396e-07,4.841226302014427e-07,3.5968790089796543e-07,2.5775289746073046e-07
2.3106522250869665e-06,2.209202020695e-06,2.0223139436455123e-06,1.7778962617748524e-06,1.507861408616535e-06,1.2408413531305716e-06,9.975567044017615e-07,7.866974668333952e-07,6.127757658850854e-07,4.7305352752220905e-07,3.5968790089796543e-07,2.679127655362924e-07,1.926743244312602e-07
1.6365260405774932e-06,1.5648957058348666e-06,1.4329333636334662e-06,1.260332817857916e-06,1.0696140776847213e-06,8.80983805894057e-07,7.090432809546303e-07,5.599769672546408e-07,4.3697970512147313e-07,3.3806983244223583e-07,2.5775289746073046e-07,1.926743244312602e-07,1.3926339327598312e-07
