0,1,2,3,4,5,6,7,8,9,10
0.00010144401363785412,9.661102470837214e-05,8.777504111712117e-05,7.636533756648203e-05,6.397562988704805e-05,5.191649407289745e-05,4.1076129757352986e-05,3.21801737966697e-05,2.4948444666878936e-05,1.9184454018082083e-05,1.4571331050753481e-05
9.661102470837214e-05,9.20085659652307e-05,8.359403442094813e-05,7.272850311370494e-05,6.09296440367203e-05,4.9445461377374685e-05,3.912213750087751e-05,3.0650299540531674e-05,2.376320280619255e-05,1.8273829686645277e-05,1.3880416096072639e-05
8.777504111712117e-05,8.359403442094813e-05,7.594999734479898e-05,6.607931911730666e-05,5.536065115246193e-05,4.492760965136438e-05,3.554953336399531e-05,2.7853077016953625e-05,2.1596054763552208e-05,1.6608755662550895e-05,1.2617034869191508e-05
7.636533756648203e-05,7.272850311370494e-05,6.607931911730666e-05,5.749318886782452e-05,4.8169266533595385e-05,3.9093481098452675e-05,3.0935896692351747e-05,2.4240632235411585e-05,1.8797198368095316e-05,1.4458215593885891e-05,1.0985202508277219e-05
6.397562988704805e-05,6.09296440367203e-05,5.536065115246193e-05,4.8169266533595385e-05,4.0359759373355454e-05,3.275771911319164e-05,2.59253151264051e-05,2.031717470956939e-05,1.5757196050482277e-05,1.212221873300711e-05,9.212489615765092e-06
5.191649407289745e-05,4.9445461377374685e-05,4.492760965136438e-05,3.9093481098452675e-05,3.275771911319164e-05,2.658992153049672e-05,2.1047052143740762e-05,1.6496900975340212e-05,1.2796776821411466e-05,9.84702920175093e-06,7.48560280664425e-06
4.1076129757352986e-05,3.912213750087751e-05,3.554953336399531e-05,3.0935896692351747e-05,2.59253151264051e-05,2.1047052143740762e-05,1.666384671057522e-05,1.3064935830377538e-05,1.013779297927491e-05,7.804000446608113e-06,5.9353785725430054e-06
3.21801737966697e-05,3.0650299540531674e-05,2.7853077016953625e-05,2.4240632235411585e-05,2.031717470956939e-05,1.6496900975340212e-05,1.3064935830377538e-05,1.0246471096962846e-05,7.953623494149954e-06,6.125315417432104e-06,4.66117292419984e-06
2.4948444666878936e-05,2.376320280619255e-05,2.1596054763552208e-05,1.8797198368095316e-05,1.5757196050482277e-05,1.2796776821411466e-05,1.013779297927491e-05,7.953623494149954e-06,6.176371836212631e-06,4.758988715669831e-06,3.6237043018769925e-06
1.9184454018082083e-05,1.8273829686645277e-05,1.6608755662550895e-05,1.4458215593885891e-05,1.212221873300711e-05,9.84702920175093e-06,7.804000446608113e-06,6.125315417432104e-06,4.758988715669831e-06,3.669126267625364e-06,2.7959709562245638e-06
1.4571331050753481e-05,1.3880416096072639e-05,1.2617034869191508e-05,1.0985202508277219e-05,9.212489615765092e-06,7.48560280664425e-06,5.9353785725430054e-06,4.66117292419984e-06,3.6237043018769925e-06,2.7959709562245638e-06,2.132632616289748e-06
