0,1,2,3,4,5,6,7,8,9
0.00012349755686627475,0.00011729930891505939,0.00010602397688571471,9.164233754690118e-05,7.595726580896558e-05,6.090768748850301e-05,4.8116895667451425e-05,3.749164709671494e-05,2.8968900000016835e-05,2.222827607047922e-05
0.00011729930891505939,0.0001114124720313634,0.00010070362115906242,8.704420193425498e-05,7.214699698018967e-05,5.7853816424595325e-05,4.5705581756454835e-05,3.561371986165297e-05,2.751884817523358e-05,2.1116531710083446e-05
0.00010602397688571471,0.00010070362115906242,9.102524439338857e-05,7.867961345360857e-05,6.521560696311533e-05,5.2298362201651714e-05,4.131899166118424e-05,3.219741963504976e-05,2.4880899125438303e-05,1.909400395084009e-05
9.164233754690118e-05,8.704420193425498e-05,7.867961345360857e-05,6.800937944371261e-05,5.637278970647144e-05,4.520938812505396e-05,3.572027048177671e-05,2.7836272121894404e-05,2.151243249788036e-05,1.6510529810401937e-05
7.595726580896558e-05,7.214699698018967e-05,6.521560696311533e-05,5.637278970647144e-05,4.672960718323651e-05,3.7479706303890034e-05,2.961628165050627e-05,2.3082025245870285e-05,1.784089548403331e-05,1.3695115956814075e-05
6.090768748850301e-05,5.7853816424595325e-05,5.2298362201651714e-05,4.520938812505396e-05,3.7479706303890034e-05,3.0067399481998122e-05,2.3764683231201427e-05,1.852551142008652e-05,1.4323365667617742e-05,1.0998984821916756e-05
4.8116895667451425e-05,4.5705581756454835e-05,4.131899166118424e-05,3.572027048177671e-05,2.961628165050627e-05,2.3764683231201427e-05,1.8787840585195703e-05,1.4649304331835831e-05,1.1330090450768638e-05,8.703834831777544e-06
3.749164709671494e-05,3.561371986165297e-05,3.219741963504976e-05,2.7836272121894404e-05,2.3082025245870285e-05,1.852551142008652e-05,1.4649304331835831e-05,1.1425081605052068e-05,8.839212040745776e-06,6.7929372106880354e-06
2.8968900000016835e-05,2.751884817523358e-05,2.4880899125438303e-05,2.151243249788036e-05,1.784089548403331e-05,1.4323365667617742e-05,1.1330090450768638e-05,8.839212040745776e-06,6.8415724477834025e-06,5.260495468550772e-06
2.222827607047922e-05,2.1116531710083446e-05,1.909400395084009e-05,1.6510529810401937e-05,1.3695115956814075e-05,1.0998984821916756e-05,8.703834831777544e-06,6.7929372106880354e-06,5.260495468550772e-06,4.0473491756014065e-06
