fit_name,chi2dN_total,chi2dN_collider,chi2dN_fixed_target,highE_weighted_chi2dN,highE_mean_ratio_first3,highE_mean_absdev_first3,highE_mean_signed_first3,highE_mean_shortfall_first3,highE_mean_overshoot_first3,cms_highmass_mean_ratio_first3,cms_highmass_mean_absdev_first3,cms_highmass_mean_signed_first3,zlike_mean_ratio_first3,zlike_mean_absdev_first3,zlike_mean_signed_first3,compute_s
BroadBump42LogGaussAlpha1NoLambda2,0.9887615355021477,0.9164597360310022,1.086259416607177,1.3736067676105275,1.032350169080059,0.05243486824992081,0.03235016908005868,0.010042349584931064,0.04239251866498974,1.1053785331127486,0.10537853311274847,0.10537853311274847,0.9836645930582654,0.017139091674702362,-0.01633540694173452,0.0375073
