file,bin_index,qT,data,prediction,ratio,error_data,error_total,error_data_ratio,error_total_ratio,chi2dN_file,N_file
ATLAS_7\ATLAS7-00y10.csv,0,1.0,0.02861,0.028181353265782156,0.985017590555126,0.00017678800864312036,0.00045452888973468095,0.006179238330762683,0.01588706360484729,0.5853552609270555,6
ATLAS_7\ATLAS7-00y10.csv,1,3.0,0.05874,0.05798102254553496,0.9870790355045107,0.00030223997088406427,0.000517795072462729,0.005145385953082469,0.008815033579549353,0.5853552609270555,6
ATLAS_7\ATLAS7-00y10.csv,2,5.0,0.05834,0.05827692299382561,0.9989188034594721,0.0002784385030846129,0.00028537334947195344,0.004772686031618322,0.004891555527458921,0.5853552609270555,6
ATLAS_7\ATLAS7-00y10.csv,3,7.0,0.04972,0.05002329848374987,1.0061001304052668,0.00023892048886606606,0.00032326877899578675,0.004805319566895939,0.006501785579159026,0.5853552609270555,6
ATLAS_7\ATLAS7-00y10.csv,4,9.0,0.04106,0.04153110562196338,1.0114735904033947,0.00020646065000382035,0.0003505600449454767,0.005028267170088172,0.008537750729310198,0.5853552609270555,6
ATLAS_7\ATLAS7-00y10.csv,5,11.0,0.03385,0.03432629708914399,1.0140708150411815,0.00018081205712009362,0.0003818662216911205,0.0053415674186142875,0.011281129148925274,0.5853552609270555,6
ATLAS_7\ATLAS7-10y20.csv,0,1.0,0.02781,0.02787667221963454,1.0023974189009184,0.00020490729611216872,0.000444001935283071,0.007368115645888842,0.01596554963261672,3.373442273114463,6
ATLAS_7\ATLAS7-10y20.csv,1,3.0,0.05802,0.05712546598037161,0.9845823161043021,0.00033924327554131413,0.0005088797330332987,0.005847005783200864,0.008770764099160612,3.373442273114463,6
ATLAS_7\ATLAS7-10y20.csv,2,5.0,0.05782,0.0572596611441519,0.9903089094457264,0.00030981607446999905,0.000328927124502594,0.005358285618644051,0.005688812253590349,3.373442273114463,6
ATLAS_7\ATLAS7-10y20.csv,3,7.0,0.04868,0.0492891457094612,1.0125132643685537,0.0002643520380099234,0.0003317505814833793,0.005430403410228501,0.00681492566728388,3.373442273114463,6
ATLAS_7\ATLAS7-10y20.csv,4,9.0,0.04047,0.04104096759210802,1.0141084159156912,0.00022205855083738614,0.00034103776589640054,0.005486991619406626,0.008426927746389931,3.373442273114463,6
ATLAS_7\ATLAS7-10y20.csv,5,11.0,0.03381,0.03401808735427275,1.006154609709339,0.0001952280717519896,0.0003570026202690625,0.005774270090268844,0.01055908371100451,3.373442273114463,6
ATLAS_7\ATLAS7-20y24.csv,0,1.0,0.0271,0.02810732912771884,1.0371708165209905,0.0004645869132896449,0.0006732678011859253,0.017143428534673242,0.024843830302063663,1.1783999364427338,6
ATLAS_7\ATLAS7-20y24.csv,1,3.0,0.0568,0.05637768623289162,0.9925648984664017,0.0006450186043828503,0.0007532546713607318,0.011355961344768491,0.013261525904238236,1.1783999364427338,6
ATLAS_7\ATLAS7-20y24.csv,2,5.0,0.0564,0.05545795523132041,0.9832970785695109,0.0006020373742551205,0.000632828740692015,0.010674421529346109,0.011220367742766224,1.1783999364427338,6
ATLAS_7\ATLAS7-20y24.csv,3,7.0,0.0471,0.04738589951333475,1.006070053361672,0.000527175492601847,0.000573751524459231,0.011192685617873607,0.012181561028858406,1.1783999364427338,6
ATLAS_7\ATLAS7-20y24.csv,4,9.0,0.0395,0.039293205958073105,0.9947647077993191,0.00045592652916890016,0.0005251690174366579,0.011542443776427852,0.013295418162953366,1.1783999364427338,6
ATLAS_7\ATLAS7-20y24.csv,5,11.0,0.0322,0.03247792393666126,1.008631178157182,0.00041346100178856046,0.0005013781698317072,0.01284040378225343,0.015570750615891528,1.1783999364427338,6
ATLAS_8\ATLAS8-00y04.csv,0,1.0,3.257,3.2102622985839844,0.9856500763229918,0.09650837798864874,0.1573377662673549,0.029631064780057947,0.04830757330898216,2.9241298599209546,6
ATLAS_8\ATLAS8-00y04.csv,1,3.0,6.708,6.63737154006958,0.9894710107438253,0.19267263116488548,0.2898168475187069,0.02872281323269014,0.04320465824667664,2.9241298599209546,6
