0,1,2,3,4,5,6,7,8
1.2361538529673135e-05,1.1464205014178701e-05,9.872561705054453e-06,7.939441256524051e-06,5.927320136892257e-06,4.205899414738186e-06,2.833985358962597e-06,1.8410073227967437e-06,1.1666440112051404e-06
1.1464205014178701e-05,1.06323381073566e-05,9.156794887252642e-06,7.36448293894543e-06,5.499261637287686e-06,3.90309207552409e-06,2.630942539194958e-06,1.710023482080233e-06,1.084443527537237e-06
9.872561705054453e-06,9.156794887252642e-06,7.887147787573025e-06,6.3445635850195e-06,4.739851727735244e-06,3.3658274762395267e-06,2.2706239441404317e-06,1.4775210476783769e-06,9.384816380773785e-07
7.939441256524051e-06,7.36448293894543e-06,6.3445635850195e-06,5.104994265832021e-06,3.816166585030328e-06,2.7117717101038675e-06,1.8313693721596263e-06,1.193518153551348e-06,7.596890438541894e-07
5.927320136892257e-06,5.499261637287686e-06,4.739851727735244e-06,3.816166585030328e-06,2.857008659703002e-06,2.033557318686256e-06,1.3769182659783101e-06,9.006440343798851e-07,5.761544113287864e-07
4.205899414738186e-06,3.90309207552409e-06,3.3658274762395267e-06,2.7117717101038675e-06,2.033557318686256e-06,1.4500867735665169e-06,9.846538488750555e-07,6.466405411387016e-07,4.1591193453628604e-07
2.833985358962597e-06,2.630942539194958e-06,2.2706239441404317e-06,1.8313693721596263e-06,1.3769182659783101e-06,9.846538488750555e-07,6.715774867940116e-07,4.437594159905084e-07,2.8778629463608936e-07
1.8410073227967437e-06,1.710023482080233e-06,1.4775210476783769e-06,1.193518153551348e-06,9.006440343798851e-07,6.466405411387016e-07,4.437594159905084e-07,2.957110472482996e-07,1.9392363500116542e-07
1.1666440112051404e-06,1.084443527537237e-06,9.384816380773785e-07,7.596890438541894e-07,5.761544113287864e-07,4.1591193453628604e-07,2.8778629463608936e-07,1.9392363500116542e-07,1.2901604597299463e-07
