candidate,chi2dN_total,chi2dN_collider,chi2dN_fixed_target,highE_mean_absdev_first3,highE_mean_shortfall_first3,cms_highmass_mean_signed_first3,zlike_mean_signed_first3,fit_evals,fit_flag,delta_total_vs_powerseed,delta_absdev_vs_powerseed,delta_shortfall_vs_powerseed
alexey_bias_sech_loggauss,0.809615907840548,0.9172195898358397,0.6645139730287153,0.05358444031595085,0.015070417086038254,0.09623892413890978,-0.025086605852815944,2800.0,1.0,-0.01661651189974922,0.0021500528897822127,0.004624108100534374
alexey_bias_exp_loggauss,0.8113926107246967,0.872144485344295,0.729469628283117,0.05214608523293106,0.012320655868008538,0.09917450118461994,-0.020275044961556656,2515.0,1.0,-0.014839809015600558,0.000711697806762418,0.0018743468825046586
alexey_bias_sech,0.8157578058236012,0.9483415355649051,0.6369706551118427,0.055158695316246946,0.016865121904399222,0.09526518721515247,-0.027796038964354144,2606.0,0.0,-0.010474613916696018,0.003724307890078306,0.006418812918895343
alexey_bias_exp,0.8257266653461198,0.9050176719906885,0.718803944264808,0.053743932714434575,0.013850204064415395,0.09903166658544826,-0.022615236747625864,2543.0,0.0,-0.0005057543941774378,0.002309545288265935,0.003403895078911515
powerseed,0.8262324197402973,0.8873009892350718,0.7438823790579502,0.05143438742616864,0.01044630898550388,0.10190219748922232,-0.017031849234213414,,,,,
