file,bin_index,qT,data,prediction,ratio,error_data,error_total,error_data_ratio,error_total_ratio,chi2dN_file,N_file
ATLAS_7\ATLAS7-00y10.csv,0,1.0,0.02861,0.02817755650884408,0.9848848832171996,0.00017678800864312036,0.00045452888973468095,0.006179238330762683,0.01588706360484729,0.591989743030724,6
ATLAS_7\ATLAS7-00y10.csv,1,3.0,0.05874,0.057968132548940995,0.9868595939554136,0.00030223997088406427,0.000517795072462729,0.005145385953082469,0.008815033579549353,0.591989743030724,6
ATLAS_7\ATLAS7-00y10.csv,2,5.0,0.05834,0.058275409131784583,0.9988928545043637,0.0002784385030846129,0.00028537334947195344,0.004772686031618322,0.004891555527458921,0.591989743030724,6
ATLAS_7\ATLAS7-00y10.csv,3,7.0,0.04972,0.05005655876313755,1.0067690821226376,0.00023892048886606606,0.00032326877899578675,0.004805319566895939,0.006501785579159026,0.591989743030724,6
ATLAS_7\ATLAS7-00y10.csv,4,9.0,0.04106,0.041517511324074975,1.0111425066749873,0.00020646065000382035,0.0003505600449454767,0.005028267170088172,0.008537750729310198,0.591989743030724,6
ATLAS_7\ATLAS7-00y10.csv,5,11.0,0.03385,0.034324831723217764,1.0140275250581319,0.00018081205712009362,0.0003818662216911205,0.0053415674186142875,0.011281129148925274,0.591989743030724,6
ATLAS_7\ATLAS7-10y20.csv,0,1.0,0.02781,0.027914246481022302,1.0037485250277707,0.00020490729611216872,0.000444001935283071,0.007368115645888842,0.01596554963261672,3.5492783620352495,6
ATLAS_7\ATLAS7-10y20.csv,1,3.0,0.05802,0.05712696977167507,0.9846082346031553,0.00033924327554131413,0.0005088797330332987,0.005847005783200864,0.008770764099160612,3.5492783620352495,6
ATLAS_7\ATLAS7-10y20.csv,2,5.0,0.05782,0.057241500669867766,0.9899948230693145,0.00030981607446999905,0.000328927124502594,0.005358285618644051,0.005688812253590349,3.5492783620352495,6
ATLAS_7\ATLAS7-10y20.csv,3,7.0,0.04868,0.0493085515434458,1.0129119051652793,0.0002643520380099234,0.0003317505814833793,0.005430403410228501,0.00681492566728388,3.5492783620352495,6
ATLAS_7\ATLAS7-10y20.csv,4,9.0,0.04047,0.041012021530693984,1.0133931685370394,0.00022205855083738614,0.00034103776589640054,0.005486991619406626,0.008426927746389931,3.5492783620352495,6
ATLAS_7\ATLAS7-10y20.csv,5,11.0,0.03381,0.034006710003295096,1.0058181012509642,0.0001952280717519896,0.0003570026202690625,0.005774270090268844,0.01055908371100451,3.5492783620352495,6
ATLAS_7\ATLAS7-20y24.csv,0,1.0,0.0271,0.028183642808916998,1.0399868195172324,0.0004645869132896449,0.0006732678011859253,0.017143428534673242,0.024843830302063663,1.2839767678893497,6
ATLAS_7\ATLAS7-20y24.csv,1,3.0,0.0568,0.0563919027116929,0.9928151885861426,0.0006450186043828503,0.0007532546713607318,0.011355961344768491,0.013261525904238236,1.2839767678893497,6
ATLAS_7\ATLAS7-20y24.csv,2,5.0,0.0564,0.05542361378277025,0.9826881876377703,0.0006020373742551205,0.000632828740692015,0.010674421529346109,0.011220367742766224,1.2839767678893497,6
ATLAS_7\ATLAS7-20y24.csv,3,7.0,0.0471,0.04739393070216913,1.0062405669250345,0.000527175492601847,0.000573751524459231,0.011192685617873607,0.012181561028858406,1.2839767678893497,6
ATLAS_7\ATLAS7-20y24.csv,4,9.0,0.0395,0.03924935127975402,0.9936544627785828,0.00045592652916890016,0.0005251690174366579,0.011542443776427852,0.013295418162953366,1.2839767678893497,6
ATLAS_7\ATLAS7-20y24.csv,5,11.0,0.0322,0.03245755871469669,1.0079987178477232,0.00041346100178856046,0.0005013781698317072,0.01284040378225343,0.015570750615891528,1.2839767678893497,6
ATLAS_8\ATLAS8-00y04.csv,0,1.0,3.257,3.205284833908081,0.9841218403156528,0.09650837798864874,0.1573377662673549,0.029631064780057947,0.04830757330898216,2.9538478848615273,6
ATLAS_8\ATLAS8-00y04.csv,1,3.0,6.708,6.632874488830566,0.9888006095454034,0.19267263116488548,0.2898168475187069,0.02872281323269014,0.04320465824667664,2.9538478848615273,6
ATLAS_8\ATLAS8-00y04.csv,2,5.0,6.714,6.738431930541992,1.003638953014893,0.1928449680442816,0.2630940564956666,0.02872281323269014,0.03918588866482969,2.9538478848615273,6
ATLAS_8\ATLAS8-00y04.csv,3,7.0,5.886,5.846185207366943,0.9932356791313189,0.16906247868761418,0.21583359718205133,0.02872281323269014,0.036668976755360405,2.9538478848615273,6
ATLAS_8\ATLAS8-00y04.csv,4,9.0,4.926,4.893784046173096,0.9934600174935233,0.14191668358582757,0.17460329512486872,0.028809720581775795,0.03544524870581987,2.9538478848615273,6
ATLAS_8\ATLAS8-00y04.csv,5,11.5,3.919,3.914876699447632,0.9989478692134809,0.11256470505891268,0.133771039921517,0.028722813232690145,0.034133972932257464,2.9538478848615273,6
