fit_name,chi2dN_total,chi2dN_collider,chi2dN_fixed_target,highE_weighted_chi2dN,highE_mean_ratio_first3,highE_mean_absdev_first3,highE_mean_signed_first3,highE_mean_shortfall_first3,highE_mean_overshoot_first3,cms_highmass_mean_ratio_first3,cms_highmass_mean_absdev_first3,cms_highmass_mean_signed_first3,zlike_mean_ratio_first3,zlike_mean_absdev_first3,zlike_mean_signed_first3,compute_s
BroadBump42LogGaussAlpha1NoLambda2,1.0071220649449324,0.9292263797093379,1.1121632162474766,1.3593027697566817,1.0320720013416356,0.05368162658318302,0.03207200134163555,0.010804812620773737,0.042876813962409284,1.1065855427368743,0.10658554273687437,0.10658554273687437,0.9823963070781431,0.018412349147388787,-0.017603692921857,0.0379532
