rank,model,test,fixed_map,chi2dN_total,chi2_total,highE_mean_absdev_first3,highE_mean_shortfall_first3,delta_chi2dN,delta_chi2_total,delta_absdev,delta_shortfall,fit_evals,fit_elapsed_s
1,baseline_unfrozen,g2_zero,"{""g2"": 0.0}",9.067770770228435,4216.513408156223,0.1008756365041894,0.0919304826261359,8.233910763332013,3828.7685049493857,0.0459616423229694,0.0718850233868135,90,8.78723469999386
2,baseline_unfrozen,alpha_is_1,"{""a"": 1.0}",0.949347440248266,441.4465597154437,0.0523633696189948,0.0165719062287809,0.1154874333518409,53.70165650860605,-0.0025506245622251,-0.0034735530105415,90,8.355930199992144
3,baseline_unfrozen,powerCS_is_1,"{""power_CS"": 1.0}",0.8870907280730643,412.4971885539749,0.0547229289474361,0.0187213492849004,0.0532307211766392,24.75228534713727,-0.0001910652337838,-0.0013241099544219,90,8.28906179999467
4,baseline_unfrozen,b3_zero,"{""b3"": 0.0}",0.8670359292835553,403.1717071168532,0.0554858468519435,0.0204029138555133,0.0331759223871303,15.426803910015588,0.0005718526707235,0.0003574546161908,90,8.659778600005666
5,baseline_unfrozen,a4_zero,"{""a4"": 0.0}",0.8496321730883546,395.0789604860849,0.054153679964911,0.0191546628583143,0.0157721661919295,7.334057279247245,-0.0007603142163089,-0.000890796381008,90,8.743343199996161
