rank,model,test,fixed_map,chi2dN_total,chi2_total,highE_mean_absdev_first3,highE_mean_shortfall_first3,delta_chi2dN,delta_chi2_total,delta_absdev,delta_shortfall,fit_evals,fit_elapsed_s
1,poly_bstar_cslog,lambda3_zero,"{""lambda3"": 0.0}",1.0139234054661015,471.4743835417373,0.0554001934094262,0.0188456182372676,0.1791929076178477,83.32470204229922,0.0025662800356847,0.0061512260678571,90,7.255538900000005
2,poly_bstar_cslog,c1_zero,"{""c1"": 0.0}",0.9934972367190136,461.97621507434127,0.0550547139080311,0.0228823271504851,0.1587667388707595,73.82653357490318,0.0022208005342895,0.0101879349810746,90,7.036510099999987
3,poly_bstar_cslog,lambda4_zero,"{""lambda4"": 0.0}",0.8810651492371326,409.6952943952666,0.0531701239379003,0.0146051825018598,0.0463346513888787,21.5456128958286,0.0003362105641587,0.0019107903324492,90,7.339607100000023
4,poly_bstar_cslog,alpha_is_1,"{""alpha"": 1.0}",0.8393774416639619,390.3105103737423,0.0529218962167226,0.0127227290513846,0.0046469438157079,2.160828874304201,8.798284298116438e-05,2.833688197415203e-05,90,7.381935100000021
