0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.0009274312397655673,0.0026118703637634886,0.003840793543633497,0.004496462552890164,0.004668520375379606,0.004499321826827968,0.004151247573327806,0.0037373563836116314,0.0033258547274839776,0.0029229637745289373,0.0025819647263085137,0.0022824642872363633,0.002041098562350395,0.0018446612919586817,0.0016899549755403547,0.0015581460241825456,0.0014577459974648716,0.0013129505515614053,0.0012009709927923056,0.0010735761804459923,0.0009548858878744782,0.0008409293916382665,0.0007416822645025286,0.000658276675565424,0.0005759015451995704
0.0026118703637634886,0.00735640039640127,0.010819392616451024,0.01266975259627356,0.013158507676501128,0.012685594648087885,0.011707690134813962,0.010543215716350689,0.009384410337759398,0.008250123201016663,0.007288876886825666,0.006444773564125782,0.005764179470537577,0.005209921802927007,0.004773254727077365,0.004401113114868254,0.0041173186553254,0.003709118410445988,0.0033929317032661012,0.0030339407386176928,0.002699061565045162,0.002377672933818095,0.002097733193550484,0.0018623282000818963,0.0016293820601222513
0.003840793543633497,0.010819392616451024,0.01591704905332654,0.018647709313051052,0.01937703856911042,0.018690877525757477,0.017259172357122356,0.015550117153628295,0.013846777987964963,0.012179517957537809,0.010764273559699306,0.009521499006818672,0.008518607812324133,0.00770108599484431,0.007056485151617482,0.0065068622627876965,0.006086964561790064,0.0054854740018888655,0.005018405799562845,0.0044900293300013435,0.003995992307409352,0.0035222132786193886,0.0031094345989367005,0.002761960459966008,0.002417047016219937
0.004496462552890164,0.01266975259627356,0.018647709313051052,0.02186341044312174,0.022737797437942058,0.021952404042599575,0.020288449491273144,0.018293983916965836,0.01630115951807156,0.014350827317656384,0.012690378620857362,0.01123247809666182,0.010054335049089955,0.009092465133273844,0.008332889079014772,0.007684834287664929,0.0071881369174262135,0.006481584454865051,0.005930732773289816,0.005311198725425496,0.0047297539444573254,0.004172837138013866,0.0036874663068478483,0.003278156839218977,0.0028697641924365085
0.004668520375379606,0.013158507676501128,0.01937703856911042,0.022737797437942058,0.023669854026730552,0.02287564733895121,0.021162612298523214,0.019099611932901196,0.017032341541674916,0.0150093824123968,0.013281373829819821,0.011764319565461338,0.010536442984816055,0.009532115125107253,0.008737810654936822,0.008059529842608168,0.007537866069371738,0.006801515264682722,0.0062246799863427855,0.0055803461609572474,0.004972988055126301,0.0043920408258140585,0.0038855092067663914,0.0034575077933529513,0.003027973590761665
0.004499321826827968,0.012685594648087885,0.018690877525757477,0.021952404042599575,0.02287564733895121,0.0221323907652817,0.020496973156928278,0.018517340705767812,0.016527467801042924,0.014580059769527543,0.012910972084942731,0.011445588753046031,0.010257541910313143,0.00928388104429655,0.008512537278679075,0.007853251739811313,0.007344336827232419,0.006631740928589985,0.0060706285227019345,0.005448595515750994,0.004859414253761915,0.004296661138881357,0.003805767934650545,0.0033901048146915444,0.0029703935108935722
0.004151247573327806,0.011707690134813962,0.017259172357122356,0.020288449491273144,0.021162612298523214,0.020496973156928278,0.019002500236538447,0.01718433716013802,0.015351291352736605,0.013556727071540094,0.01201394787081054,0.010659152349788368,0.009558986200064555,0.008655639232472374,0.007938763952289402,0.007325486132591384,0.006850413593290112,0.006190225631650162,0.005667752882269392,0.005092977607379386,0.004545888249930218,0.00402405325838372,0.00356865034849732,0.0031822536043241154,0.0027898106281241722
0.0037373563836116314,0.010543215716350689,0.015550117153628295,0.018293983916965836,0.019099611932901196,0.018517340705767812,0.01718433716013802,0.015554920862000875,0.013907622853069644,0.012294010460663514,0.01090312902049623,0.00968127176406622,0.008687584238844718,0.007870234647752637,0.007220506562601852,0.006664210516023536,0.0062318742051778375,0.005635167748824337,0.005160696219204489,0.004642572158520522,0.0041470814844121184,0.0036750492577975035,0.003262938042558552,0.002912618104428606,0.002554913400204785
0.0033258547274839776,0.009384410337759398,0.013846777987964963,0.01630115951807156,0.017032341541674916,0.016527467801042924,0.015351291352736605,0.013907622853069644,0.012444759324300177,0.011010556140081649,0.009771796545849684,0.008683046043374887,0.0077964772065459926,0.007066181813089069,0.0064846799883817195,0.005986423150300809,0.005598137585760623,0.005065219492076613,0.004639742194223167,0.004178258800125171,0.0037350234226837804,0.003313224117462685,0.0029448215127091826,0.002631168476392863,0.0023094813179492316
0.0029229637745289373,0.008250123201016663,0.012179517957537809,0.014350827317656384,0.0150093824123968,0.014580059769527543,0.013556727071540094,0.012294010460663514,0.011010556140081649,0.009752445118216067,0.00866140018950022,0.0077027430599981754,0.006920852989133062,0.00627540345501949,0.005760707685408063,0.0053192322015204385,0.004973922438051792,0.004503830837431937,0.0041262757620072095,0.003720139198806787,0.003328123005352463,0.0029555527239572745,0.002629997046804828,0.0023522536332498062,0.002065735649570112
