0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.012535333343674182,0.03549428264214339,0.05295618479779535,0.06339438537580391,0.06717078722265508,0.06615557937867614,0.06233030700269143,0.05725660008626531,0.051906715608659774,0.046714875222002857,0.04206649105329346,0.03798476224010186,0.03451169826678937,0.03159738056380169,0.029036567168725658,0.02681921702731372,0.024669204283767836,0.022610420718340917,0.02062536696767435,0.018420222045914987,0.01703618112155873,0.01547843187741967,0.014135409693270613,0.013035656748488045,0.011719112677736478
0.03549428264214339,0.1005284719602292,0.15004307963508773,0.17966550282775448,0.1904939736258302,0.18772206323994334,0.1769456166472443,0.16258185676737263,0.14739422883772543,0.13266831559711192,0.1194728365381364,0.10788280110167223,0.09801868093630582,0.0897480825015861,0.08247546795803141,0.07617655893117449,0.0700713609894522,0.0642257817391747,0.05859625823747344,0.0523566564851644,0.04841191325095737,0.043994870619543144,0.04018036848489881,0.03705368325325885,0.033308293083102646
0.05295618479779535,0.15004307963508773,0.22409560509195783,0.2685242820149703,0.28499961841663224,0.28111332140378437,0.26517132969271184,0.24376359393881136,0.2210419432738271,0.1990096630595181,0.17924019414249723,0.16186787488698937,0.14707498068750016,0.1346764442298249,0.12376154366658393,0.11430727463351019,0.10515113960756313,0.09638858716804896,0.08795798953417452,0.07864602726756868,0.07270115913721524,0.06608420926115563,0.06036036496968257,0.05566087444612844,0.050024337266480305
0.06339438537580391,0.17966550282775448,0.2685242820149703,0.32226132225303467,0.34226074877441637,0.33785382839893724,0.3189126665938908,0.2933743996289465,0.26625440675139456,0.23981186368279803,0.21605794609426754,0.19517526483990794,0.17737862262867998,0.1624172515314179,0.14923520803747584,0.1378315537938038,0.12680076220449954,0.11626120989538845,0.1060911102200164,0.09487804351055334,0.08772312964306547,0.0797238755851665,0.07282018595082133,0.06714379430012973,0.06032219294471789
0.06717078722265508,0.1904939736258302,0.28499961841663224,0.34226074877441637,0.3641559941215217,0.3600362023490007,0.3402821957493556,0.31326833020886197,0.28435278301638356,0.25622251426715725,0.23088817207126952,0.2085926813644184,0.18957579317105222,0.1736237087369802,0.15954105082556402,0.14734786847818768,0.13556846999135624,0.12431594626720069,0.11349454316289874,0.10165516284725255,0.09391481473665937,0.08540469313413095,0.07802703705005966,0.07194415764254294,0.06462256728320417
0.06615557937867614,0.18772206323994334,0.28111332140378437,0.33785382839893724,0.3600362023490007,0.3564771341155486,0.3373229909678528,0.3107936910037758,0.28220281766772454,0.25440887930201567,0.22931545204693732,0.2072062940469985,0.1883294689876176,0.17251471094277127,0.15852857798264455,0.14641200227230003,0.13472265575275655,0.12356137369377741,0.11285255923179544,0.10122458467772504,0.09345133670034429,0.0850268511234746,0.07769942998618748,0.07164251969461387,0.06434060403444924
0.06233030700269143,0.1769456166472443,0.26517132969271184,0.3189126665938908,0.3402821957493556,0.3373229909678528,0.3195317536384844,0.2946283913675663,0.2676409349812998,0.2414020924443941,0.2176592373102122,0.19671422891142926,0.17881228300616941,0.16382370012433664,0.15054879372897204,0.139043115849956,0.12795762292473434,0.11737878764304333,0.10724480679222377,0.0963188433873975,0.08886638176639369,0.08088933351897694,0.0739349717486071,0.06817395842623025,0.06121910680495479
0.05725660008626531,0.16258185676737263,0.24376359393881136,0.2933743996289465,0.31326833020886197,0.3107936910037758,0.2946283913675663,0.27185537791545583,0.24710271204682396,0.222987190227763,0.20112791522730852,0.18182244285558857,0.16530395640689027,0.1514631780540765,0.13919318840968545,0.1285579073556801,0.1183226613795864,0.10856353024506075,0.09921409076696303,0.08918632562689155,0.08225585255479105,0.0748881927464176,0.06846265817699579,0.06313150260822108,0.05668754075246608
0.051906715608659774,0.14739422883772543,0.2210419432738271,0.26625440675139456,0.28435278301638356,0.28220281766772454,0.2676409349812998,0.24710271204682396,0.22478622412419877,0.20294263747397093,0.18312307873846212,0.16560312313533876,0.15059674613284516,0.13798977281736144,0.12680974776406165,0.11712448270835055,0.10781172139140062,0.09894369740042032,0.09042810734420917,0.08131495220115899,0.07500014200039659,0.06827796736922849,0.0624277439896283,0.0575699742967457,0.0516911173333359
0.046714875222002857,0.13266831559711192,0.1990096630595181,0.23981186368279803,0.25622251426715725,0.25440887930201567,0.2414020924443941,0.222987190227763,0.20294263747397093,0.18329484059831924,0.16544649287615967,0.14965493246519762,0.1361171142805477,0.12473558673451093,0.1146366759522231,0.10588563512911466,0.09747646226711884,0.08947455685357589,0.08179089963501628,0.07359107085293458,0.06786630286174773,0.06179646142172421,0.0565123458240913,0.052120133557913645,0.046799663881848676
