,lambda1,lambda2,lambda4,logx0,sigx,amp,BNP,c0,c1
lambda1,1.0,-0.7748778709840988,0.6442981831684392,-0.10096254621951056,-0.06884032649895945,-0.1764172105752441,-0.10431827732203376,-0.2770830764512085,-0.09743456671175757
lambda2,-0.7748778709840989,1.0,-0.41979567897873193,0.11951314793741363,0.01878341796035472,0.19760919585209072,-0.25263833311207395,0.13971026472281295,0.03757242074808162
lambda4,0.6442981831684392,-0.41979567897873155,1.0,0.0760649637808063,0.079484009046596,0.028297072864983168,-0.032351957009197144,0.3616766057005296,-0.17189085285357042
logx0,-0.10096254621951073,0.11951314793741372,0.07606496378080622,1.0,0.17872698921754923,0.14402972406717313,-0.17175697417378194,0.2886907445547273,0.13280869545920423
sigx,-0.06884032649895949,0.018783417960354803,0.07948400904659603,0.17872698921754923,1.0,0.2468452245852841,-0.0030669097580582915,0.2538614526961133,-0.03513433161617816
amp,-0.17641721057524415,0.19760919585209083,0.028297072864983126,0.14402972406717313,0.246845224585284,1.0,0.04468709680377254,0.13824189169835768,0.025414862713387568
BNP,-0.10431827732203339,-0.2526383331120743,-0.0323519570091967,-0.17175697417378194,-0.0030669097580582464,0.04468709680377256,1.0,-0.10948159784574203,-0.40905098744444957
c0,-0.27708307645120883,0.13971026472281323,0.3616766057005295,0.2886907445547272,0.2538614526961133,0.1382418916983577,-0.10948159784574195,1.0,0.3774017463402878
c1,-0.09743456671175808,0.03757242074808196,-0.17189085285357095,0.13280869545920418,-0.03513433161617818,0.025414862713387613,-0.4090509874444493,0.3774017463402878,1.0
