qT_if_integrate,qT_mean,qT_min,qT_max,Q_if_integrate,Q_mean,Q_min,Q_max,y_if_integrate,y_mean,y_min,y_max,sqrts,isoscalarity,observable,if_fiducial,pT_min_1,pT_min_2,eta_min,eta_max,xsec,error_unc_0,error_unc_1,error_add_0,error_mult_0 ,bin_integrate_factor
True,1.0,0.0,2.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,3.257,0.009771,0.006514,0.029313,0.028,1.0
True,3.0,2.0,4.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,6.708,0.013416,0.006708,0.040248,0.028,1.0
True,5.0,4.0,6.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,6.714,0.013428,0.006714,0.040284,0.028,1.0
True,7.0,6.0,8.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,5.886,0.011772,0.005886,0.035316,0.028,1.0
True,9.0,8.0,10.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,4.926,0.014778,0.004926,0.029556,0.028,1.0
True,11.5,10.0,13.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,3.919,0.007838,0.003919,0.023514,0.028,0.6666666667
