qT_if_integrate,qT_mean,qT_min,qT_max,Q_if_integrate,Q_mean,Q_min,Q_max,y_if_integrate,y_mean,y_min,y_max,sqrts,isoscalarity,observable,if_fiducial,pT_min_1,pT_min_2,eta_min,eta_max,xsec,error_unc_0,error_unc_1,error_add_0,error_mult_0 ,bin_integrate_factor
True,1.0,0.0,2.0,True,91.0,66.0,116.0,True,1.4,1.2,1.6,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,2.563,0.010252,0.005126,0.023067,0.028,1.0
True,3.0,2.0,4.0,True,91.0,66.0,116.0,True,1.4,1.2,1.6,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,5.341,0.016023,0.005341,0.037387,0.028,1.0
True,5.0,4.0,6.0,True,91.0,66.0,116.0,True,1.4,1.2,1.6,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,5.332,0.015996,0.010664,0.031992,0.028,1.0
True,7.0,6.0,8.0,True,91.0,66.0,116.0,True,1.4,1.2,1.6,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,4.647,0.013941,0.004647,0.023235,0.028,1.0
True,9.0,8.0,10.0,True,91.0,66.0,116.0,True,1.4,1.2,1.6,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,3.923,0.011769,0.007846,0.019615,0.028,1.0
True,11.5,10.0,13.0,True,91.0,66.0,116.0,True,1.4,1.2,1.6,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,3.152,0.009456,0.003152,0.012608,0.028,0.6666666667
