0,1,2,3,4,5,6,7,8,9,10
2.3452645694387553e-07,2.2395305200581498e-07,2.046027702817072e-07,1.7794926262690962e-07,1.4691294120719322e-07,1.1500265175470901e-07,8.514440333592376e-08,5.869201266512273e-08,3.706300010854037e-08,2.0661199030878284e-08,1.8666657855421043e-09
2.2395305200581498e-07,2.1387435817823085e-07,1.954202753928008e-07,1.699940746308229e-07,1.403823422799528e-07,1.0992971685474291e-07,8.142904245482432e-08,5.61726087696587e-08,3.5512515040545425e-08,1.9834913956787338e-08,1.846322926744552e-09
2.046027702817072e-07,1.954202753928008e-07,1.7860070480956774e-07,1.554150350238291e-07,1.2840529916072476e-07,1.0061666302178478e-07,7.459793584910089e-08,5.152981197117713e-08,3.2644769966328976e-08,1.8296518339177777e-08,1.7926740489080972e-09
1.7794926262690962e-07,1.699940746308229e-07,1.554150350238291e-07,1.353060627044074e-07,1.1187131291452395e-07,8.774536409371205e-08,6.514151556766239e-08,4.50865683065226e-08,2.8649171816539512e-08,1.6138511428689002e-08,1.6957265484118375e-09
1.4691294120719322e-07,1.403823422799528e-07,1.2840529916072476e-07,1.1187131291452395e-07,9.25922370002998e-08,7.27259447751257e-08,5.409515912953892e-08,3.754793293128023e-08,2.396244942173354e-08,1.3595998120900471e-08,1.565285849802371e-09
1.1500265175470901e-07,1.0992971685474291e-07,1.0061666302178478e-07,8.774536409371205e-08,7.27259447751257e-08,5.722954845507959e-08,4.267777706217987e-08,2.9735169392871376e-08,1.9084718924339124e-08,1.0930002551348026e-08,1.3996715697288712e-09
8.514440333592376e-08,8.142904245482432e-08,7.459793584910089e-08,6.514151556766239e-08,5.409515912953892e-08,4.267777706217987e-08,3.1937317995435166e-08,2.2365664883479837e-08,1.4464293693090346e-08,8.386004473854915e-09,1.2147946401734191e-09
5.869201266512273e-08,5.61726087696587e-08,5.152981197117713e-08,4.50865683065226e-08,3.754793293128023e-08,2.9735169392871376e-08,2.2365664883479837e-08,1.5778765169339005e-08,1.0315583470093598e-08,6.083648552297943e-09,1.0217103302468044e-09
3.706300010854037e-08,3.5512515040545425e-08,3.2644769966328976e-08,2.8649171816539512e-08,2.396244942173354e-08,1.9084718924339124e-08,1.4464293693090346e-08,1.0315583470093598e-08,6.849655450206974e-09,4.136533803553822e-09,8.248413166048588e-10
2.0661199030878284e-08,1.9834913956787338e-08,1.8296518339177777e-08,1.6138511428689002e-08,1.3595998120900471e-08,1.0930002551348026e-08,8.386004473854915e-09,6.083648552297943e-09,4.136533803553822e-09,2.5858457634501015e-09,6.308701510990674e-10
1.8666657855421043e-09,1.846322926744552e-09,1.7926740489080972e-09,1.6957265484118375e-09,1.565285849802371e-09,1.3996715697288712e-09,1.2147946401734191e-09,1.0217103302468044e-09,8.248413166048588e-10,6.308701510990674e-10,3.0131364471291076e-10
