0,1,2,3,4,5,6,7,8,9,10,11
6.64077566811215e-07,6.352905670451753e-07,5.785212070515331e-07,5.024635080160511e-07,4.1567187054909014e-07,3.2605416692829756e-07,2.4103917748970826e-07,1.6631783021186008e-07,1.0536899830964302e-07,5.939579508280094e-08,2.7573437958078952e-08,7.3333336421009205e-09
6.352905670451753e-07,6.078119407045374e-07,5.53618878070138e-07,4.809873402546801e-07,3.980964054524206e-07,3.1247176628525184e-07,2.3121128617308308e-07,1.5975111362080593e-07,1.0141761628221943e-07,5.737106103149227e-08,2.6835130212143657e-08,7.366666570367883e-09
5.785212070515331e-07,5.53618878070138e-07,5.045083776886464e-07,4.3863262865663853e-07,3.6343552295983385e-07,2.856862482103896e-07,2.1183063336309902e-07,1.4680229806430827e-07,9.362684071778456e-08,5.338004576524972e-08,2.5381315014776363e-08,7.434669416028561e-09
5.024635080160511e-07,4.809873402546801e-07,4.3863262865663853e-07,3.817546578222963e-07,3.1680326919886076e-07,2.495574761538249e-07,1.8559178145233342e-07,1.291703710003542e-07,8.29169289456677e-08,4.778989593469028e-08,2.3231280862815905e-08,7.369918672727539e-09
4.1567187054909014e-07,3.980964054524206e-07,3.6343552295983385e-07,3.1680326919886076e-07,2.635246455833929e-07,2.0824853847209171e-07,1.5555851806653438e-07,1.0895583974733767e-07,7.060551658037346e-08,4.133076217106568e-08,2.0711589503835944e-08,7.245692192051944e-09
3.2605416692829756e-07,3.1247176628525184e-07,2.856862482103896e-07,2.495574761538249e-07,2.0824853847209171e-07,1.6526765194885594e-07,1.241793434443556e-07,8.77018982259335e-08,5.752782700546942e-08,3.4335155409398184e-08,1.783882581674278e-08,6.908992746984034e-09
2.4103917748970826e-07,2.3121128617308308e-07,2.1183063336309902e-07,1.8559178145233342e-07,1.5555851806653438e-07,1.241793434443556e-07,9.405737259751673e-08,6.717252601348518e-08,4.4770111918544414e-08,2.738506378504146e-08,1.4853007382508941e-08,6.38944264939369e-09
1.6631783021186008e-07,1.5975111362080593e-07,1.4680229806430827e-07,1.291703710003542e-07,1.0895583974733767e-07,8.77018982259335e-08,6.717252601348518e-08,4.87042646431249e-08,3.315018821788272e-08,2.091336557806856e-08,1.192703565651687e-08,5.701010409059852e-09
1.0536899830964302e-07,1.0141761628221943e-07,9.362684071778456e-08,8.29169289456677e-08,7.060551658037346e-08,5.752782700546942e-08,4.4770111918544414e-08,3.315018821788272e-08,2.3202524136029703e-08,1.5215500229060663e-08,9.19222438354183e-09,4.871940116763674e-09
5.939579508280094e-08,5.737106103149227e-08,5.338004576524972e-08,4.778989593469028e-08,4.133076217106568e-08,3.4335155409398184e-08,2.738506378504146e-08,2.091336557806856e-08,1.5215500229060663e-08,1.0486027359685339e-08,6.77071789466602e-09,3.970913966097715e-09
2.7573437958078952e-08,2.6835130212143657e-08,2.5381315014776363e-08,2.3231280862815905e-08,2.0711589503835944e-08,1.783882581674278e-08,1.4853007382508941e-08,1.192703565651687e-08,9.19222438354183e-09,6.77071789466602e-09,4.727569156442295e-09,3.0650797352629955e-09
7.3333336421009205e-09,7.366666570367883e-09,7.434669416028561e-09,7.369918672727539e-09,7.245692192051944e-09,6.908992746984034e-09,6.38944264939369e-09,5.701010409059852e-09,4.871940116763674e-09,3.970913966097715e-09,3.0650797352629955e-09,2.2100238410227897e-09
