0,1,2,3,4,5,6,7,8,9
2.103673750159747e-06,2.0084057870103648e-06,1.8196271812533371e-06,1.5685465341210716e-06,1.282972654834591e-06,9.89700476157574e-07,7.136367225535443e-07,4.7497313575890866e-07,2.849470544386262e-07,1.4542118344152253e-07
2.0084057870103648e-06,1.917702901377033e-06,1.737941383369348e-06,1.4988060783216387e-06,1.2267353536840973e-06,9.472215587893577e-07,6.839754422878098e-07,4.5621238203823966e-07,2.746837693548643e-07,1.4120222559064297e-07
1.8196271812533371e-06,1.737941383369348e-06,1.5760316857345812e-06,1.3605406920366631e-06,1.1152037369516577e-06,8.629330962088916e-07,6.250733821389515e-07,4.189105628682328e-07,2.5422899269830854e-07,1.3274068112549698e-07
1.5685465341210716e-06,1.4988060783216387e-06,1.3605406920366631e-06,1.1764182719667623e-06,9.66536762444494e-07,7.504254343862381e-07,5.462810983212313e-07,3.6883595879947333e-07,2.2658376514203086e-07,1.2109681306848785e-07
1.282972654834591e-06,1.2267353536840973e-06,1.1152037369516577e-06,9.66536762444494e-07,7.967768598302549e-07,6.216139771372698e-07,4.556986365453312e-07,3.1087866760399206e-07,1.9417286888687444e-07,1.06982153910915e-07
9.89700476157574e-07,9.472215587893577e-07,8.629330962088916e-07,7.504254343862381e-07,6.216139771372698e-07,4.882927181256606e-07,3.614971616958039e-07,2.5014121326861664e-07,1.5971890282622804e-07,9.143973208350636e-08
7.136367225535443e-07,6.839754422878098e-07,6.250733821389515e-07,5.462810983212313e-07,4.556986365453312e-07,3.614971616958039e-07,2.7135078583921165e-07,1.9144181396468618e-07,1.2581951606010746e-07,7.549347758989321e-08
4.7497313575890866e-07,4.5621238203823966e-07,4.189105628682328e-07,3.6883595879947333e-07,3.1087866760399206e-07,2.5014121326861664e-07,1.9144181396468618e-07,1.386501350799137e-07,9.4547065740207e-08,5.994460170174015e-08
2.849470544386262e-07,2.746837693548643e-07,2.5422899269830854e-07,2.2658376514203086e-07,1.9417286888687444e-07,1.5971890282622804e-07,1.2581951606010746e-07,9.4547065740207e-08,6.765784327488136e-08,4.578002617548202e-08
1.4542118344152253e-07,1.4120222559064297e-07,1.3274068112549698e-07,1.2109681306848785e-07,1.06982153910915e-07,9.143973208350636e-08,7.549347758989321e-08,5.994460170174015e-08,4.578002617548202e-08,3.346514854216302e-08
