0,1,2,3,4,5,6,7
8.961913505837853e-07,1.5454315514688707e-06,1.2788451926335078e-06,8.903769576128457e-07,6.327535340896262e-07,4.1211253734167043e-07,3.3208538166943674e-07,2.1177442145046482e-07
1.5454315514688707e-06,2.765482876369757e-06,2.394118840458601e-06,1.7442460404717428e-06,1.2851870461166434e-06,8.587877883606294e-07,7.220813205513685e-07,4.84339485896372e-07
1.2788451926335078e-06,2.394118840458601e-06,2.1841408475675405e-06,1.6718663795734745e-06,1.2790659895577432e-06,8.769277286835819e-07,7.666029735474888e-07,5.372148498780472e-07
8.903769576128457e-07,1.7442460404717428e-06,1.6718663795734745e-06,1.3368893902694817e-06,1.055853311721206e-06,7.386318417325915e-07,6.653935317271266e-07,4.813715863667238e-07
6.327535340896262e-07,1.2851870461166434e-06,1.2790659895577432e-06,1.055853311721206e-06,8.532054549570588e-07,6.051932091313659e-07,5.561689452442105e-07,4.108151490143965e-07
4.1211253734167043e-07,8.587877883606294e-07,8.769277286835819e-07,7.386318417325915e-07,6.051932091313659e-07,4.432990043240819e-07,4.026546530642976e-07,3.005248147403422e-07
3.3208538166943674e-07,7.220813205513685e-07,7.666029735474888e-07,6.653935317271266e-07,5.561689452442105e-07,4.026546530642976e-07,3.80148566514096e-07,2.885056903590368e-07
2.1177442145046482e-07,4.84339485896372e-07,5.372148498780472e-07,4.813715863667238e-07,4.108151490143965e-07,3.005248147403422e-07,2.885056903590368e-07,2.2247172063457022e-07
