0,1,2,3
8.716613570165157e-08,4.3079397987214004e-08,-4.92825141275607e-08,-8.096301956130703e-08
4.3079397987214004e-08,2.4321309155783245e-08,-2.4420813000776356e-08,-4.2979894142221766e-08
-4.92825141275607e-08,-2.4420813000776356e-08,2.7910828315680874e-08,4.579249881265732e-08
-8.096301956130703e-08,-4.2979894142221766e-08,4.579249881265732e-08,7.815041489087342e-08
