candidate,label,chi2dN_total,chi2dN_collider,chi2dN_fixed_target,highE_mean_absdev_first3,highE_mean_shortfall_first3,cms_highmass_mean_signed_first3,zlike_mean_signed_first3
entangle_inside_sech,Inside sech entangled,0.8195275844083068,0.8736234101211058,0.7465801830683204,0.052498935461035415,0.01123547263193368,0.10297664751035562,-0.018604448011623666
reduced_loggauss_powerseed,Reduced loggauss,0.8262303684050711,0.8872973589743473,0.743882456879836,0.051434404241214156,0.010446334190723954,0.10190217651378593,-0.017031891242913537
entangle_window_exp,Window exp entangled,0.833920243276883,0.9010367349817443,0.7434146711294182,0.05089391889362432,0.010851918593820242,0.09949210482446354,-0.01767793370633597
