candidate,chi2dN_total,chi2dN_collider,chi2dN_fixed_target,highE_mean_absdev_first3,highE_mean_shortfall_first3,cms_highmass_mean_signed_first3,zlike_mean_signed_first3,delta_total_vs_powerseed,delta_absdev_vs_powerseed,delta_shortfall_vs_powerseed,fit_evals,fit_flag,lambda1,lambda2,lambda4,logx0,sigx,axb,bw,BNP,c0,c1
entangle_window_exp,0.8339198361954473,0.9010359603855175,0.7434147596361099,0.05089390593887988,0.010851909251458831,0.09949207211973184,-0.017677902353217534,0.007687416455150031,-0.0005404814872887603,0.0004056002659549515,630,1,0.5301415030776795,0.655535659719857,0.04319239544338138,-4.593062093499873,0.2985436979162439,-0.1396941597922592,1.445908334460902,1.4581155086445916,0.08117793540269756,0.01931040314817391
entangle_inside_sech,0.8195264536796787,0.8736214282313937,0.7465802001175176,0.052498907546080185,0.011235464739777056,0.10297663296402026,-0.018604458531803394,-0.006705966060618573,0.0010645201199115453,0.0007891557542731766,630,1,0.5209644902546412,0.6421986691998898,0.010129825533248815,-4.52809783463203,0.36582433546103343,-0.48650531564343624,1.0963023561312268,1.4075868832036402,0.07860154645716332,0.024694014082788675
