0,1,2
2.1167557000000003e-05,4.9786160000000005e-06,-6.5891120000000005e-06
4.9786160000000005e-06,1.9544489999999997e-06,-1.01802e-06
-6.5891120000000005e-06,-1.01802e-06,3.4043299999999993e-06
