0,1,2,3
4.545983026187302e-09,1.6157130171287531e-09,-2.6359641235707317e-09,-3.5257319197460054e-09
1.6157130171287531e-09,6.767667630037583e-10,-9.406243835835473e-10,-1.3518553965491143e-09
-2.6359641235707317e-09,-9.406243835835473e-10,1.53259343710129e-09,2.0439950700533446e-09
-3.5257319197460054e-09,-1.3518553965491143e-09,2.0439950700533446e-09,2.8335922462422473e-09
