qT_if_integrate,qT_mean,qT_min,qT_max,Q_if_integrate,Q_mean,Q_min,Q_max,y_if_integrate,y_mean,y_min,y_max,sqrts,isoscalarity,observable,if_fiducial,pT_min_1,pT_min_2,eta_min,eta_max,xsec,error_unc_0,error_unc_1,error_add_0,error_mult_0 
True,1.0,0.0,2.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,3.257,0.009771,0.006514,0.029313,0.028
True,3.0,2.0,4.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,6.708,0.013416,0.006708,0.040248,0.028
True,5.0,4.0,6.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,6.714,0.013428,0.006714,0.040284,0.028
True,7.0,6.0,8.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,5.886,0.011772,0.005886,0.035316,0.028
True,9.0,8.0,10.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,4.926,0.014778,0.004926,0.029556,0.028
True,11.5,10.0,13.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,3.919,0.007838,0.003919,0.023514,0.028
True,14.5,13.0,16.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,3.019,0.009057,0.003019,0.018114,0.028
True,18.0,16.0,20.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,2.28,0.00456,0.00228,0.01368,0.028
True,22.5,20.0,25.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,1.645,0.00329,0.001645,0.00987,0.028
True,27.5,25.0,30.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,1.172,0.003516,0.001172,0.007032,0.028
True,33.5,30.0,37.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,0.8242,0.002473,0.000824,0.005769,0.028
True,41.0,37.0,45.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,0.5552,0.001666,0.000555,0.003886,0.028
True,50.0,45.0,55.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,0.3656,0.001097,0.000731,0.002925,0.028
True,60.0,55.0,65.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,0.2329,0.000932,0.000466,0.001863,0.028
True,70.0,65.0,75.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,0.1552,0.000776,0.000466,0.001242,0.028
True,80.0,75.0,85.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,0.1033,0.000723,0.00031,0.000826,0.028
True,95.0,85.0,105.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,0.05938,0.000356,0.000119,0.000475,0.028
True,127.5,105.0,150.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,0.02271,0.000136,4.5e-05,0.000159,0.028
True,175.0,150.0,200.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,0.006508,7.2e-05,2.6e-05,5.2e-05,0.028
True,550.0,200.0,900.0,True,91.0,66.0,116.0,True,0.2,0.0,0.4,8000.0,1,dσ/dqT,True,20.0,20.0,-2.4,2.4,0.000275,4e-06,1e-06,3e-06,0.028
