0,1,2,3,4,5,6,7,8,9
2.3615877764368588e-08,4.532615993309763e-08,4.081853246932509e-08,3.286598796058147e-08,2.6601474576713003e-08,2.1089012275345538e-08,1.704788710577868e-08,1.3072616737041676e-08,9.073424161844263e-09,6.2839794462441495e-09
4.532615993309763e-08,8.863418617364064e-08,8.170752169479179e-08,6.685584586297932e-08,5.4661900303354015e-08,4.383055418153784e-08,3.575180928292978e-08,2.7584290477751937e-08,1.9408799705757127e-08,1.3558416748188047e-08
4.081853246932509e-08,8.170752169479179e-08,7.755871422399172e-08,6.476845172093639e-08,5.36471041089774e-08,4.362846513336733e-08,3.599498690274656e-08,2.8002501885812186e-08,2.0044391517277935e-08,1.417346485175134e-08
3.286598796058147e-08,6.685584586297932e-08,6.476845172093639e-08,5.488436267295591e-08,4.5899207260931235e-08,3.770242485641068e-08,3.1361882411855605e-08,2.4557791258163053e-08,1.779691154099545e-08,1.270786196253029e-08
2.6601474576713003e-08,5.4661900303354015e-08,5.36471041089774e-08,4.5899207260931235e-08,3.8637910938992174e-08,3.194577604296362e-08,2.6715993582896847e-08,2.1018526873017138e-08,1.5355607597844678e-08,1.104135785644825e-08
2.1089012275345538e-08,4.383055418153784e-08,4.362846513336733e-08,3.770242485641068e-08,3.194577604296362e-08,2.6589432697392745e-08,2.235666014741424e-08,1.7664928295067282e-08,1.3009336309164182e-08,9.414786217680807e-09
1.704788710577868e-08,3.575180928292978e-08,3.599498690274656e-08,3.1361882411855605e-08,2.6715993582896847e-08,2.235666014741424e-08,1.888279548832927e-08,1.497275311947931e-08,1.10983421928241e-08,8.075098647786061e-09
1.3072616737041676e-08,2.7584290477751937e-08,2.8002501885812186e-08,2.4557791258163053e-08,2.1018526873017138e-08,1.7664928295067282e-08,1.497275311947931e-08,1.1918965857220124e-08,8.881419667100787e-09,6.494892581891268e-09
9.073424161844263e-09,1.9408799705757127e-08,2.0044391517277935e-08,1.779691154099545e-08,1.5355607597844678e-08,1.3009336309164182e-08,1.10983421928241e-08,8.881419667100787e-09,6.683416488272285e-09,4.925212391372437e-09
6.2839794462441495e-09,1.3558416748188047e-08,1.417346485175134e-08,1.270786196253029e-08,1.104135785644825e-08,9.414786217680807e-09,8.075098647786061e-09,6.494892581891268e-09,4.925212391372437e-09,3.6585348368073225e-09
