0,1,2,3,4,5,6,7,8,9,10
1.630323511943189e-10,3.6258509971209806e-10,3.977513943050479e-10,3.744455446050704e-10,3.3950897761578413e-10,3.014154534468179e-10,2.674445718015213e-10,2.2602437689223904e-10,1.813935139002414e-10,1.4393144052242168e-10,8.34302418943204e-11
3.6258509971209806e-10,8.103563231895634e-10,8.936588480019514e-10,8.440282499931211e-10,7.667339945364591e-10,6.818726332032147e-10,6.056575633823341e-10,5.123447204250244e-10,4.117116111051888e-10,3.2703483422130917e-10,1.8976785269890437e-10
3.977513943050479e-10,8.936588480019514e-10,9.91288159119041e-10,9.397268260660733e-10,8.556054435151617e-10,7.624639813618659e-10,6.781382608537285e-10,5.743882978554468e-10,4.6235735028063915e-10,3.6779580830205143e-10,2.1381852770859093e-10
3.744455446050704e-10,8.440282499931211e-10,9.397268260660733e-10,8.930870153477355e-10,8.144483984107992e-10,7.268355225371894e-10,6.470909238231883e-10,5.48647211274558e-10,4.422210514491331e-10,3.5218027904559474e-10,2.0510638840927998e-10
3.3950897761578413e-10,7.667339945364591e-10,8.556054435151617e-10,8.144483984107992e-10,7.435319482753838e-10,6.641853420541174e-10,5.917187301917697e-10,5.020675856136745e-10,4.050530497294633e-10,3.2284216412433277e-10,1.8828651100301984e-10
3.014154534468179e-10,6.818726332032147e-10,7.624639813618659e-10,7.268355225371894e-10,6.641853420541174e-10,5.938259690486661e-10,5.293645973270334e-10,4.494540574076929e-10,3.629121377401473e-10,2.894613139911993e-10,1.690397614759002e-10
2.674445718015213e-10,6.056575633823341e-10,6.781382608537285e-10,6.470909238231883e-10,5.917187301917697e-10,5.293645973270334e-10,4.721244033261254e-10,4.010549362088691e-10,3.240428869802017e-10,2.5860185125944415e-10,1.511833660527303e-10
2.2602437689223904e-10,5.123447204250244e-10,5.743882978554468e-10,5.48647211274558e-10,5.020675856136745e-10,4.494540574076929e-10,4.010549362088691e-10,3.4088624894371754e-10,2.756253468247076e-10,2.200957919416021e-10,1.2883162597197647e-10
1.813935139002414e-10,4.117116111051888e-10,4.6235735028063915e-10,4.422210514491331e-10,4.050530497294633e-10,3.629121377401473e-10,3.240428869802017e-10,2.756253468247076e-10,2.2306896121554254e-10,1.782704777523949e-10,1.0451256371445532e-10
1.4393144052242168e-10,3.2703483422130917e-10,3.6779580830205143e-10,3.5218027904559474e-10,3.2284216412433277e-10,2.894613139911993e-10,2.5860185125944415e-10,2.200957919416021e-10,1.782704777523949e-10,1.4259183641732877e-10,8.371142664579152e-11
8.34302418943204e-11,1.8976785269890437e-10,2.1381852770859093e-10,2.0510638840927998e-10,1.8828651100301984e-10,1.690397614759002e-10,1.511833660527303e-10,1.2883162597197647e-10,1.0451256371445532e-10,8.371142664579152e-11,4.931073560337674e-11
