0,1,2
3.4149157006239913e-06,2.3834941032367623e-06,1.1609502177292432e-06
2.3834941032367623e-06,1.738749598816321e-06,8.615540703598965e-07
1.1609502177292432e-06,8.615540703598965e-07,4.340807681269075e-07
