0,1,2,3,4,5,6,7,8,9,10
5.018114732797205e-09,1.1357739534887907e-08,1.2785657661699861e-08,1.1976507153285233e-08,1.0667530597025612e-08,9.36104970017425e-09,8.17188597380249e-09,6.786686830417859e-09,5.376400996206737e-09,4.159899754558081e-09,2.2792317534347644e-09
1.1357739534887907e-08,2.5758940340342335e-08,2.906086372975641e-08,2.726799681043701e-08,2.4315242684552157e-08,2.13550329380605e-08,1.8655308441390834e-08,1.550403960926818e-08,1.2291251325297142e-08,9.514042676417556e-09,5.217110337165684e-09
1.2785657661699861e-08,2.906086372975641e-08,3.286657864044547e-08,3.090072523165302e-08,2.7593486474935116e-08,2.4260252467762257e-08,2.121285845025638e-08,1.764690421281641e-08,1.4004966796019866e-08,1.0848988947574168e-08,5.9590094805345264e-09
1.1976507153285233e-08,2.726799681043701e-08,3.090072523165302e-08,2.9102521845528354e-08,2.602109917568258e-08,2.2900995072446023e-08,2.0042055073426678e-08,1.6689304443640616e-08,1.325960210893133e-08,1.028123763844314e-08,5.658681335507797e-09
1.0667530597025612e-08,2.4315242684552157e-08,2.7593486474935116e-08,2.602109917568258e-08,2.328946110284671e-08,2.0513784943273504e-08,1.7965925334031522e-08,1.4973041042756765e-08,1.1907542677211116e-08,9.241271819407694e-09,5.096435357457971e-09
9.36104970017425e-09,2.13550329380605e-08,2.4260252467762257e-08,2.2900995072446023e-08,2.0513784943273504e-08,1.8081283923557357e-08,1.584516932870306e-08,1.3215010900378494e-08,1.0518208394304096e-08,8.16969029943159e-09,4.513559980763419e-09
8.17188597380249e-09,1.8655308441390834e-08,2.121285845025638e-08,2.0042055073426678e-08,1.7965925334031522e-08,1.584516932870306e-08,1.3893111904856783e-08,1.1594387563994162e-08,9.235219693258933e-09,7.178507400762379e-09,3.972441854514734e-09
6.786686830417859e-09,1.550403960926818e-08,1.764690421281641e-08,1.6689304443640616e-08,1.4973041042756765e-08,1.3215010900378494e-08,1.1594387563994162e-08,9.683500413057541e-09,7.720230106561616e-09,6.006622024604382e-09,3.330903391480333e-09
5.376400996206737e-09,1.2291251325297142e-08,1.4004966796019866e-08,1.325960210893133e-08,1.1907542677211116e-08,1.0518208394304096e-08,9.235219693258933e-09,7.720230106561616e-09,6.161821287454504e-09,4.799679932015241e-09,2.6683752883207007e-09
4.159899754558081e-09,9.514042676417556e-09,1.0848988947574168e-08,1.028123763844314e-08,9.241271819407694e-09,8.16969029943159e-09,7.178507400762379e-09,6.006622024604382e-09,4.799679932015241e-09,3.743656551006379e-09,2.087362969351991e-09
2.2792317534347644e-09,5.217110337165684e-09,5.9590094805345264e-09,5.658681335507797e-09,5.096435357457971e-09,4.513559980763419e-09,3.972441854514734e-09,3.330903391480333e-09,2.6683752883207007e-09,2.087362969351991e-09,1.1713915830879124e-09
