0,1,2,3,4,5,6,7,8,9,10,11,12
0.03130234107563838,0.038870110105125734,0.039337565819592135,0.03607578228964737,0.03131795115467065,0.02656135507950046,0.02244948150765407,0.019068315045005977,0.017534844450963236,0.013932495751153712,0.011779098055699619,0.009829476221405007,0.008252401464705569
0.038870110105125734,0.04870538303483404,0.04966983107525446,0.04585595746963724,0.04005833264419251,0.034165293653366284,0.0290128291857751,0.024741068480799912,0.022768757754674802,0.018215578724395932,0.01546003281417563,0.012987795438998362,0.010968551676135646
0.039337565819592135,0.04966983107525446,0.05100290192128369,0.047385572226513094,0.04165056123385215,0.0357274200835797,0.03049185839499099,0.026114905402525573,0.024046429929395235,0.019381400577483648,0.016518692881738385,0.013966322329334906,0.011864914721328145
0.03607578228964737,0.04585595746963724,0.047385572226513094,0.04429356017599067,0.03917026061287485,0.033794712817280186,0.028991965723292767,0.024942583511388727,0.02297641599426299,0.018662442778099184,0.015974826729524504,0.013588749030878883,0.011610914612951303
0.03131795115467065,0.04005833264419251,0.04165056123385215,0.03917026061287485,0.034853173589645785,0.03024804717338628,0.026087828220442467,0.022548789358401135,0.020778411024628945,0.017010748758381128,0.014624816253041354,0.012513247463028019,0.010752170469561622
0.02656135507950046,0.034165293653366284,0.0357274200835797,0.033794712817280186,0.03024804717338628,0.02640150262150562,0.02288839516165143,0.019873145524015968,0.01831785305088899,0.015110643687725682,0.01304552884797843,0.011221643505894224,0.009692401607264018
0.02244948150765407,0.0290128291857751,0.03049185839499099,0.028991965723292767,0.026087828220442467,0.02288839516165143,0.019936486106023527,0.01738170652760676,0.016024633373465484,0.013310039622688287,0.011534138595557016,0.009967311771867162,0.008647958414499196
0.019068315045005977,0.024741068480799912,0.026114905402525573,0.024942583511388727,0.022548789358401135,0.019873145524015968,0.01738170652760676,0.015209139738972255,0.014023793837228505,0.011717943569212984,0.010187411305339825,0.008837635249069782,0.007697126156249204
0.017534844450963236,0.022768757754674802,0.024046429929395235,0.02297641599426299,0.020778411024628945,0.01831785305088899,0.016024633373465484,0.014023793837228505,0.012937515961120576,0.010807902969520607,0.009396806689154815,0.00815388358783206,0.007102854972239428
0.013932495751153712,0.018215578724395932,0.019381400577483648,0.018662442778099184,0.017010748758381128,0.015110643687725682,0.013310039622688287,0.011717943569212984,0.010807902969520607,0.009122041681165483,0.007973418322458204,0.006961638505043535,0.006101310654210394
0.011779098055699619,0.01546003281417563,0.016518692881738385,0.015974826729524504,0.014624816253041354,0.01304552884797843,0.011534138595557016,0.010187411305339825,0.009396806689154815,0.007973418322458204,0.006989677684704272,0.006122596993590157,0.005383242819589633
0.009829476221405007,0.012987795438998362,0.013966322329334906,0.013588749030878883,0.012513247463028019,0.011221643505894224,0.009967311771867162,0.008837635249069782,0.00815388358783206,0.006961638505043535,0.006122596993590157,0.00538499454201615,0.0047525184178913325
0.008252401464705569,0.010968551676135646,0.011864914721328145,0.011610914612951303,0.010752170469561622,0.009692401607264018,0.008647958414499196,0.007697126156249204,0.007102854972239428,0.006101310654210394,0.005383242819589633,0.0047525184178913325,0.0042095837708291586
