0,1,2,3,4,5,6,7,8,9
7.509827501738777e-07,1.5653548517755462e-06,1.6021666886023268e-06,1.3727699234889414e-06,1.1363146684749082e-06,9.333222959252712e-07,7.647584941335882e-07,5.935202890592209e-07,4.236606645460794e-07,2.997990644128225e-07
1.5653548517755462e-06,3.2945356497682695e-06,3.4052813503787615e-06,2.9406695566248072e-06,2.4473450008316907e-06,2.019206113134687e-06,1.66169573795205e-06,1.2946923621442752e-06,9.297157575078417e-07,6.612683139339775e-07
1.6021666886023268e-06,3.4052813503787615e-06,3.557709592148033e-06,3.100267891788485e-06,2.597057539958629e-06,2.1542882679220785e-06,1.7819623157694045e-06,1.3951116903933776e-06,1.0091028384028725e-06,7.222178125214171e-07
1.3727699234889414e-06,2.9406695566248072e-06,3.100267891788485e-06,2.7232565524623184e-06,2.294767107565096e-06,1.9128237658455907e-06,1.589517431617145e-06,1.2500121263431117e-06,9.101334309886076e-07,6.551349274465484e-07
1.1363146684749082e-06,2.4473450008316907e-06,2.597057539958629e-06,2.294767107565096e-06,1.9424149814772152e-06,1.6251582557993867e-06,1.3552100708211233e-06,1.069482219370288e-06,7.826758107619366e-07,5.659303409824911e-07
9.333222959252712e-07,2.019206113134687e-06,2.1542882679220785e-06,1.9128237658455907e-06,1.6251582557993867e-06,1.3639568303990161e-06,1.140728081975966e-06,9.028907155919861e-07,6.636045798956468e-07,4.8167015039136e-07
7.647584941335882e-07,1.66169573795205e-06,1.7819623157694045e-06,1.589517431617145e-06,1.3552100708211233e-06,1.140728081975966e-06,9.566590605900925e-07,7.593095017823554e-07,5.603230299436518e-07,4.081604469410324e-07
5.935202890592209e-07,1.2946923621442752e-06,1.3951116903933776e-06,1.2500121263431117e-06,1.069482219370288e-06,9.028907155919861e-07,7.593095017823554e-07,6.04428155857113e-07,4.478907844283111e-07,3.274924615343443e-07
4.236606645460794e-07,9.297157575078417e-07,1.0091028384028725e-06,9.101334309886076e-07,7.826758107619366e-07,6.636045798956468e-07,5.603230299436518e-07,4.478907844283111e-07,3.338744278023341e-07,2.4542497836638446e-07
2.997990644128225e-07,6.612683139339775e-07,7.222178125214171e-07,6.551349274465484e-07,5.659303409824911e-07,4.8167015039136e-07,4.081604469410324e-07,3.274924615343443e-07,2.4542497836638446e-07,1.8128592177609262e-07
