candidate,fit_name,chi2dN_total,chi2dN_collider,chi2dN_fixed_target,highE_mean_absdev_first3,highE_mean_shortfall_first3,fit_evals,fit_elapsed_s,lambda1,lambda2,lambda3,logx0,sigx,amp,BNP,c0,c1
broad_bump_42_alpha1_nolambda2_currentbest_deep,BroadBump42LogGaussAlpha1NoLambda2,1.0071216023677734,0.9292475328725277,1.112133605171968,0.053681162696885505,0.010785708151215134,5465,413.57172699999995,0.02359248944481407,1.0547935947065572,-2.354456696325701,-5.211365058158037,1.1037690127446673,-0.4324625556574935,1.493301919733006,0.07001502121630351,0.027699782530320217
