file,chi2dN,N,ratio_1,data_1,pred_1,ratio_2,data_2,pred_2,ratio_3,data_3,pred_3
CMS_13\CMS13-170Q350.csv,1.0950215928522122,10,1.0828399857462838,0.0344,0.037249695509672165,1.094942380615752,0.0781,0.08551499992609024,1.0844147423418558,0.0902,0.09781420975923538
CMS_13\CMS13-350Q1000.csv,1.551255080645565,11,1.1264192950011802,0.00238,0.002680877922102809,1.137270303690328,0.00565,0.006425577215850353,1.1063845047410126,0.00699,0.007733627688139677
ATLAS_8\ATLAS8-00y04.csv,2.9241665655548403,6,0.9856500763229918,3.257,3.2102622985839844,0.9894709396589776,6.708,6.637371063232422,1.0036166523196777,6.714,6.738282203674316
ATLAS_8\ATLAS8-04y08.csv,1.0145417171054385,6,0.9914056304523982,3.219,3.1913347244262695,0.9891201165566693,6.676,6.603365898132324,0.9945493893186647,6.737,6.700279235839844
LHCb_8\LHCb8.csv,0.4711746550351285,7,0.9630410917233274,3.592273,3.4595065116882324,0.9605583724242083,6.420833,6.1675848960876465,0.9755687948229197,6.340833,6.185918807983398
