qT_if_integrate,qT_mean,qT_min,qT_max,Q_if_integrate,Q_mean,Q_min,Q_max,y_if_integrate,y_mean,y_min,y_max,sqrts,isoscalarity,observable,if_fiducial,pT_min_1,pT_min_2,eta_min,eta_max,xsec,error_unc_0,error_mult_0 
True,0.1,0.0,0.2,True,13.5,13.0,14.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.00087,0.00051,0.25
True,0.3,0.2,0.4,True,13.5,13.0,14.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.00057,0.00023,0.25
True,0.5,0.4,0.6,True,13.5,13.0,14.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.00062,0.0002,0.25
True,0.7,0.6,0.8,True,13.5,13.0,14.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.00085,0.00021,0.25
True,0.9,0.8,1.0,True,13.5,13.0,14.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.00038,0.00013,0.25
True,1.1,1.0,1.2,True,13.5,13.0,14.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.00035,0.00011,0.25
True,1.3,1.2,1.4,True,13.5,13.0,14.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.00029,0.0001,0.25
True,1.5,1.4,1.6,True,13.5,13.0,14.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.00019,8e-05,0.25
True,1.7,1.6,1.8,True,13.5,13.0,14.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,9e-05,5e-05,0.25
True,1.9,1.8,2.0,True,13.5,13.0,14.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.00011,7e-05,0.25
True,2.3,2.2,2.4,True,13.5,13.0,14.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,5.7e-05,4.1e-05,0.25
True,2.5,2.4,2.6,True,13.5,13.0,14.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,3e-05,3e-05,0.25
