qT_if_integrate,qT_mean,qT_min,qT_max,Q_if_integrate,Q_mean,Q_min,Q_max,y_if_integrate,y_mean,y_min,y_max,sqrts,isoscalarity,observable,if_fiducial,pT_min_1,pT_min_2,eta_min,eta_max,xsec,error_unc_0,error_mult_0 
True,0.1,0.0,0.2,True,6.5,6.0,7.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.849,0.07,0.25
True,0.3,0.2,0.4,True,6.5,6.0,7.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.783,0.043,0.25
True,0.5,0.4,0.6,True,6.5,6.0,7.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.655,0.035,0.25
True,0.7,0.6,0.8,True,6.5,6.0,7.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.54,0.033,0.25
True,0.9,0.8,1.0,True,6.5,6.0,7.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.414,0.03,0.25
True,1.1,1.0,1.2,True,6.5,6.0,7.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.286,0.024,0.25
True,1.3,1.2,1.4,True,6.5,6.0,7.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.187,0.019,0.25
True,1.5,1.4,1.6,True,6.5,6.0,7.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.182,0.02,0.25
True,1.7,1.6,1.8,True,6.5,6.0,7.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.11,0.014,0.25
True,1.9,1.8,2.0,True,6.5,6.0,7.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.072,0.013,0.25
True,2.1,2.0,2.2,True,6.5,6.0,7.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.0408,0.0099,0.25
True,2.3,2.2,2.4,True,6.5,6.0,7.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.0219,0.0068,0.25
True,2.5,2.4,2.6,True,6.5,6.0,7.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.019,0.0065,0.25
True,2.7,2.6,2.8,True,6.5,6.0,7.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.0079,0.004,0.25
True,2.9,2.8,3.0,True,6.5,6.0,7.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.011,0.005,0.25
True,3.1,3.0,3.2,True,6.5,6.0,7.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.0019,0.0019,0.25
True,3.3,3.2,3.4,True,6.5,6.0,7.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.0023,0.0023,0.25
True,3.7,3.6,3.8,True,6.5,6.0,7.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.0028,0.0029,0.25
