qT_if_integrate,qT_mean,qT_min,qT_max,Q_if_integrate,Q_mean,Q_min,Q_max,y_if_integrate,y_mean,y_min,y_max,sqrts,isoscalarity,observable,if_fiducial,pT_min_1,pT_min_2,eta_min,eta_max,xsec,error_unc_0,error_mult_0 
True,0.1,0.0,0.2,True,6.5,6.0,7.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.399,0.043,0.25
True,0.3,0.2,0.4,True,6.5,6.0,7.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.342,0.025,0.25
True,0.5,0.4,0.6,True,6.5,6.0,7.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.333,0.022,0.25
True,0.7,0.6,0.8,True,6.5,6.0,7.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.255,0.02,0.25
True,0.9,0.8,1.0,True,6.5,6.0,7.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.181,0.017,0.25
True,1.1,1.0,1.2,True,6.5,6.0,7.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.13,0.014,0.25
True,1.3,1.2,1.4,True,6.5,6.0,7.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.073,0.011,0.25
True,1.5,1.4,1.6,True,6.5,6.0,7.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.045,0.008,0.25
True,1.7,1.6,1.8,True,6.5,6.0,7.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.035,0.007,0.25
True,1.9,1.8,2.0,True,6.5,6.0,7.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.02,0.006,0.25
True,2.1,2.0,2.2,True,6.5,6.0,7.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.0083,0.0037,0.25
True,2.3,2.2,2.4,True,6.5,6.0,7.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.0094,0.0043,0.25
True,2.5,2.4,2.6,True,6.5,6.0,7.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.0053,0.0031,0.25
True,2.7,2.6,2.8,True,6.5,6.0,7.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.0018,0.0018,0.25
