qT_if_integrate,qT_mean,qT_min,qT_max,Q_if_integrate,Q_mean,Q_min,Q_max,y_if_integrate,y_mean,y_min,y_max,sqrts,isoscalarity,observable,if_fiducial,pT_min,eta_min,eta_max,xsec,error_unc_0,error_unc_1,error_add_0,error_mult_0 ,bin_integrate_factor
True,1.0,0.0,2.0,True,91.0,66.0,116.0,True,0.6,0.4,0.8,8000.0,1,dσ/dqT,True,20.0,-2.4,2.4,3.219,0.009657,0.006438,0.028971,0.028,1.0
True,3.0,2.0,4.0,True,91.0,66.0,116.0,True,0.6,0.4,0.8,8000.0,1,dσ/dqT,True,20.0,-2.4,2.4,6.676,0.013352,0.006676,0.040056,0.028,1.0
True,5.0,4.0,6.0,True,91.0,66.0,116.0,True,0.6,0.4,0.8,8000.0,1,dσ/dqT,True,20.0,-2.4,2.4,6.737,0.013474,0.006737,0.040422,0.028,1.0
True,7.0,6.0,8.0,True,91.0,66.0,116.0,True,0.6,0.4,0.8,8000.0,1,dσ/dqT,True,20.0,-2.4,2.4,5.872,0.017616,0.005872,0.035232,0.028,1.0
True,9.0,8.0,10.0,True,91.0,66.0,116.0,True,0.6,0.4,0.8,8000.0,1,dσ/dqT,True,20.0,-2.4,2.4,4.863,0.014589,0.004863,0.029178,0.028,1.0
True,11.5,10.0,13.0,True,91.0,66.0,116.0,True,0.6,0.4,0.8,8000.0,1,dσ/dqT,True,20.0,-2.4,2.4,3.893,0.007786,0.003893,0.023358,0.028,0.6666666667
