candidate,fit_name,chi2dN_total,chi2dN_collider,chi2dN_fixed_target,highE_mean_absdev_first3,highE_mean_shortfall_first3,fit_evals,fit_elapsed_s,lambda1,lambda3,lambda4,alpha,amp,BNP,c0,c1,lambda2,logx0,sigx
poly_bstar_cslog_loggauss_42best_refresh,PolyBstarCSLogLogGauss42Best,0.988362442235279,0.9245695822724359,1.0743861473366882,0.05376210237147914,0.010486831497246408,5580,478.0989324999996,0.5312496432125756,-1.9315307401739652,-0.02580917867172422,1.5493609436070532,-1.3348852084584188,1.3794575041826467,0.07308476275570022,0.02581228609521631,0.41314171833313784,-4.661047224212012,0.2161824494785164
broad_bump_42_fixed_gauss_basis_corrected,BroadBump42FixedGaussBasisBest,1.0131723363075318,0.945541209684248,1.1043718858449902,0.0521105771048385,0.0091161593386147,5266,433.4312768,1.034144189408862,-2.1079610727481004,0.0511394170768656,1.0,-0.2590081824338304,1.4844848648153928,0.0710116889593183,0.026888590270647,,,
