candidate,label,chi2dN_total,chi2dN_collider,chi2dN_fixed_target,highE_mean_absdev_first3,highE_mean_shortfall_first3,cms_highmass_mean_signed_first3,zlike_mean_signed_first3
powerseed_full,Powerseed,0.8262310452303894,0.8872983941548427,0.7438826504686262,0.05143443789381616,0.010446363184494338,0.10190218816086498,-0.017031939565864178
powerseed_lambda4_zero,"Powerseed, lambda4=0",0.8305736312930002,0.895563423753105,0.742935880854374,0.05225839469709343,0.010955885223587236,0.10260516828729889,-0.01782573844166767
